DOM,SQFT,BEDS,BATHS,AGE,zip_cluster
44,830,1,1.5,11,2145.0
25,1202,3,1.5,13,2110.0
24,822,1,1.0,14,2141.0
3,821,2,1.0,118,1854.0
9,737,1,1.0,161,2150.0
25,850,2,1.0,48,1876.0
21,807,1,1.5,31,2351.0
70,1320,2,1.5,148,2128.0
13,1023,2,2.0,31,2631.0
68,900,1,1.0,148,2129.0
25,865,1,1.5,31,1757.0
60,1300,3,2.0,2,2130.0
28,801,2,1.0,98,1835.0
43,850,2,1.0,48,1864.0
169,1913,3,1.5,13,2128.0
194,750,2,1.0,108,2150.0
91,1090,1,1.0,11,1760.0
114,794,2,1.0,36,2780.0
124,555,1,1.0,48,2124.0
7,951,2,2.0,48,2122.0
59,927,2,2.0,48,1902.0
101,1150,2,2.0,30,1902.0
19,1752,4,2.0,98,2021.0
27,890,2,2.0,30,2127.0
31,1504,3,3.0,32,2152.0
41,335,0,1.0,36,1901.0
8,967,2,1.0,42,1906.0
39,885,2,1.5,48,1760.0
55,939,2,1.5,58,1915.0
7,1297,3,1.0,13,1938.0
103,2497,5,2.5,121,2171.0
34,866,2,1.0,118,2125.0
97,667,2,1.0,98,1970.0
74,1400,2,1.0,128,1876.0
61,1240,3,1.0,98,1510.0
1,1203,2,2.0,35,2129.0
76,989,2,1.0,47,2124.0
12,1588,3,1.0,118,2125.0
46,1669,3,3.0,108,2124.0
24,1615,4,2.0,108,2169.0
48,1684,3,2.0,131,2127.0
56,1780,3,3.0,118,1588.0
15,860,1,1.5,118,2445.0
53,1234,2,2.0,31,2445.0
20,815,2,1.0,123,2118.0
8,1229,2,2.0,37,2368.0
5,1113,2,2.0,30,2043.0
15,1817,4,3.0,108,2143.0
15,1296,2,2.0,7,1970.0
58,1182,2,2.0,32,2138.0
11,1465,3,2.0,108,2458.0
51,977,2,1.0,118,2169.0
5,2180,5,1.5,138,1757.0
12,1330,2,1.0,93,2143.0
28,661,1,1.0,128,2118.0
318,1840,3,3.0,138,1844.0
105,1070,3,1.5,31,1970.0
57,1050,2,1.5,12,1970.0
13,1779,2,2.0,19,2492.0
61,1468,2,2.5,13,2021.0
21,945,2,1.5,33,2760.0
22,1040,2,2.0,30,2140.0
50,1192,2,1.5,14,2110.0
15,765,1,1.0,43,1835.0
19,836,1,1.0,14,2180.0
20,1269,3,2.5,27,1702.0
40,763,2,1.0,31,2110.0
52,1429,3,2.5,12,1890.0
286,1559,2,2.5,17,1876.0
35,1959,2,2.5,33,1810.0
268,1770,2,2.0,30,2341.0
18,844,1,1.0,15,2375.0
90,1258,3,1.0,123,2021.0
42,1015,2,2.0,30,2703.0
57,765,1,1.0,43,2189.0
12,844,1,1.0,15,2169.0
22,1630,2,2.5,17,2116.0
30,1452,2,2.0,30,2474.0
34,694,1,1.0,31,2446.0
11,623,1,1.0,33,2324.0
6,726,1,1.0,26,1876.0
204,880,2,2.0,12,1876.0
102,882,2,1.0,118,1545.0
69,1155,2,2.0,2,2718.0
37,1255,2,2.0,38,2190.0
19,1357,2,2.0,5,2639.0
41,1155,2,2.0,2,2155.0
20,1167,2,2.0,38,1886.0
25,1105,2,2.0,32,2114.0
59,728,1,1.0,92,2135.0
22,1218,3,1.0,108,1810.0
97,842,2,1.0,57,1966.0
34,535,1,1.0,118,2148.0
28,1900,2,2.5,11,2026.0
7,1122,2,2.0,56,2127.0
52,700,1,1.0,39,2067.0
16,0,2,1.5,0,2148.0
15,1567,3,1.5,108,2139.0
101,1050,2,2.0,14,2210.0
17,803,2,1.0,54,1886.0
104,1337,3,2.5,23,1852.0
38,965,1,1.0,7,2478.0
25,1119,2,2.0,14,2130.0
69,941,2,2.0,30,2720.0
38,1491,3,2.0,44,2115.0
35,1078,2,2.0,14,2136.0
8,1325,2,2.0,6,2129.0
14,1320,2,3.5,33,2118.0
21,1278,3,2.0,30,1960.0
63,1105,2,2.0,23,2116.0
29,723,2,1.0,11,2176.0
5,1089,2,1.5,30,1719.0
18,1030,1,1.0,5,2472.0
320,1581,2,1.5,148,2184.0
2,1578,2,1.5,33,1907.0
24,1920,3,2.0,90,1905.0
22,1046,2,1.0,98,1453.0
7,1460,1,2.0,15,1960.0
239,589,1,1.0,49,1824.0
19,654,1,1.0,31,2038.0
57,672,2,1.0,63,2116.0
84,1060,2,1.0,34,1832.0
53,1068,2,1.5,13,2673.0
47,910,2,1.5,48,2180.0
68,774,1,1.0,50,1970.0
57,463,0,1.0,50,2122.0
51,1400,2,2.0,31,1906.0
34,1060,2,1.0,34,2113.0
20,1000,2,1.0,34,2135.0
56,1700,2,1.5,29,1952.0
20,1540,2,1.5,17,1902.0
99,912,1,1.0,30,1749.0
27,630,2,1.0,58,2116.0
2,420,1,1.0,58,1844.0
40,426,0,1.0,12,2139.0
4,1353,1,1.5,99,1801.0
24,1557,2,2.5,12,1880.0
53,1354,2,1.5,32,2766.0
14,1119,2,2.0,108,1801.0
20,700,1,1.0,91,2144.0
6,514,1,1.0,118,1432.0
147,1148,3,2.0,45,1754.0
88,916,2,1.5,45,2130.0
63,960,1,1.0,36,1718.0
21,1140,3,1.5,14,2445.0
8,1390,2,2.5,10,1863.0
8,1011,2,1.0,47,2021.0
161,2225,2,2.5,2,2131.0
0,2225,2,2.5,2,1581.0
18,2375,2,2.5,2,1701.0
108,1700,2,2.5,10,2540.0
29,2066,3,2.5,88,2360.0
21,1253,2,1.5,37,1902.0
15,3348,2,3.5,3,1970.0
82,2052,3,2.5,11,1830.0
49,1160,2,1.5,22,2453.0
57,1153,3,1.5,32,2130.0
13,1172,2,2.0,20,2445.0
21,1188,2,1.5,31,2155.0
0,2600,2,2.5,2,1778.0
1,2600,2,2.5,2,1747.0
206,1785,2,2.5,2,2144.0
50,1200,2,1.5,14,2148.0
88,1307,2,1.5,30,2125.0
63,1728,2,1.5,28,2118.0
6,1999,2,2.5,13,2127.0
6,1669,3,2.5,12,2128.0
12,1492,2,2.5,30,2138.0
119,1850,2,2.5,7,1545.0
99,1456,2,2.0,33,1876.0
44,896,2,1.0,46,1748.0
20,1495,2,2.0,14,2210.0
2,1334,2,1.5,15,1966.0
46,1340,2,2.0,6,1841.0
329,1373,2,2.0,38,2180.0
55,1680,1,1.5,35,2130.0
63,1458,1,1.5,34,2375.0
28,1598,2,2.5,31,2072.0
83,1206,2,1.5,29,1830.0
869,2300,2,2.5,4,2180.0
140,1565,2,2.5,28,1545.0
138,895,2,1.0,47,2132.0
142,1215,2,2.5,35,2190.0
184,2132,2,3.0,14,1752.0
33,945,2,1.5,32,2072.0
77,1765,2,1.5,35,2128.0
84,1044,2,1.0,47,2116.0
91,2590,3,3.5,20,2301.0
102,1961,2,2.5,14,1746.0
128,1568,2,2.0,13,1420.0
39,942,2,1.5,18,2446.0
8,942,2,1.5,32,2141.0
10,942,2,1.5,18,2332.0
32,3018,2,2.5,6,2114.0
3,1046,2,2.0,12,2766.0
60,1090,2,2.0,33,2114.0
7,1780,2,2.5,30,2130.0
3,953,2,1.0,34,2116.0
56,1224,3,1.5,39,1754.0
63,1768,2,2.5,29,2130.0
590,1370,3,2.0,32,2155.0
68,717,2,1.0,51,2152.0
19,765,2,1.5,51,1960.0
3,1795,3,1.5,29,2190.0
48,1580,2,1.5,22,1721.0
35,1911,3,2.5,29,1760.0
11,835,2,1.0,49,1604.0
14,1332,2,2.0,13,2122.0
155,1698,2,1.5,38,2169.0
15,1050,2,1.0,39,1604.0
50,1052,2,1.5,42,2149.0
28,1024,2,1.5,45,2110.0
39,1052,2,1.5,42,1852.0
56,2120,2,2.0,6,1913.0
27,1800,3,2.5,41,2718.0
18,3850,4,4.5,7,2135.0
12,2188,3,2.5,81,1803.0
7,720,1,1.0,48,1913.0
7,1160,3,2.0,143,2122.0
76,3055,4,4.5,80,2649.0
7,1220,2,2.0,34,2118.0
48,578,1,1.0,110,1720.0
7,3280,4,3.0,98,1876.0
10,2406,3,2.0,91,1913.0
7,1380,3,1.5,104,2130.0
21,929,2,1.0,118,1864.0
16,2675,4,3.0,98,2452.0
42,1243,2,2.0,17,2140.0
19,870,1,1.0,48,1970.0
4,1550,2,2.0,103,2116.0
23,3410,3,4.5,155,1760.0
7,775,1,1.0,98,1862.0
27,1592,2,2.0,57,2472.0
58,971,1,1.5,43,2138.0
6,1457,2,2.0,34,2464.0
87,1253,3,1.0,98,2125.0
18,1364,3,2.0,83,1830.0
2,1920,3,2.5,108,1824.0
32,2529,4,2.5,88,2127.0
16,1296,3,2.0,123,2169.0
44,460,1,1.0,50,1945.0
6,1108,2,1.0,73,2476.0
28,832,1,1.5,98,1810.0
33,1097,2,1.0,118,1524.0
7,1949,4,2.0,118,2460.0
9,1092,2,2.0,67,1801.0
13,844,1,1.0,73,2119.0
4,781,1,1.5,43,2171.0
25,925,2,1.0,99,1852.0
28,698,1,1.0,50,1569.0
71,1195,2,1.5,108,2109.0
11,1061,2,1.5,17,1904.0
57,1733,3,2.5,108,2124.0
20,1120,2,1.5,14,1432.0
1,854,2,1.5,14,1945.0
92,1295,2,2.0,12,1803.0
12,1325,2,2.0,11,1854.0
34,1600,3,3.5,20,2129.0
47,2913,2,3.5,22,2210.0
19,1716,2,2.5,17,1867.0
41,2906,3,3.5,3,1701.0
42,2700,3,3.5,2,2127.0
89,2300,3,2.5,2,2116.0
36,2681,4,2.5,108,2324.0
7,710,1,1.0,108,1879.0
14,1159,2,2.0,38,2152.0
14,2052,3,2.5,12,2115.0
6,824,1,1.0,63,2780.0
42,844,2,1.0,118,1904.0
4,941,2,1.0,118,1830.0
16,902,2,2.0,108,2780.0
7,1248,2,1.5,13,1810.0
17,1850,3,2.5,15,2171.0
16,1672,2,2.0,118,2116.0
18,579,1,1.0,49,2131.0
5,1045,2,1.5,14,1887.0
34,914,3,1.0,108,1821.0
6,1290,2,2.0,118,2116.0
19,1698,2,2.0,113,2141.0
7,1835,5,2.5,138,1545.0
6,1624,4,3.0,103,2129.0
13,1190,2,1.0,108,2130.0
6,3927,4,5.5,8,2115.0
13,1656,3,1.5,92,2145.0
49,1227,2,1.0,94,2169.0
14,1291,2,1.5,125,2476.0
26,1512,3,1.5,118,1913.0
54,2547,3,2.5,9,1835.0
78,3800,5,4.5,3,1901.0
87,1680,2,2.5,178,2760.0
62,3200,5,4.5,3,1803.0
35,956,2,1.0,91,2072.0
45,2684,4,3.5,13,1970.0
62,1337,4,1.5,88,1532.0
54,4088,5,4.5,2,2472.0
25,1266,3,1.5,38,2368.0
5,1899,3,1.5,38,1420.0
55,3100,4,3.5,2,2127.0
85,2360,4,3.5,5,2125.0
40,917,2,1.0,54,2116.0
31,930,2,1.0,108,1930.0
21,2496,3,2.5,10,2115.0
8,1115,2,2.0,54,2139.0
13,1586,3,2.5,34,2127.0
26,900,2,1.0,73,1832.0
53,2750,3,3.5,2,1863.0
251,2250,3,4.5,3,2169.0
104,2290,3,2.5,7,2130.0
43,2461,4,4.0,156,2368.0
13,1064,2,1.0,98,1867.0
7,756,2,1.0,46,2129.0
8,1789,3,2.5,108,1420.0
46,782,1,1.0,11,2478.0
6,1180,2,1.0,138,2143.0
41,672,1,1.0,56,2038.0
32,1431,2,1.5,78,1867.0
12,1015,2,2.0,15,2114.0
5,1042,2,1.0,108,2359.0
5,1157,3,1.0,108,2019.0
21,978,2,2.0,10,1720.0
20,721,2,1.0,52,1749.0
4,600,2,1.0,61,1915.0
22,2023,4,2.0,87,2324.0
5,1844,3,2.0,102,1432.0
26,585,1,1.0,53,2536.0
68,1020,3,1.0,51,1950.0
54,1076,3,1.0,51,1966.0
5,1255,2,1.5,55,2129.0
20,951,2,1.0,91,2115.0
7,1887,4,2.0,94,2131.0
21,1904,3,2.0,106,1970.0
74,658,1,1.0,52,1945.0
15,1500,3,1.0,88,2109.0
6,678,2,1.0,56,1810.0
5,1300,2,2.0,120,1826.0
4,589,1,1.5,47,1960.0
26,1757,3,2.0,91,2720.0
13,1685,4,1.0,101,2155.0
19,1563,2,1.5,95,2452.0
5,925,2,1.0,101,1852.0
12,948,1,1.0,93,1867.0
37,1955,3,3.0,11,1970.0
5,1324,2,1.0,102,2118.0
23,2200,3,2.5,11,2116.0
3,1222,2,1.0,93,2472.0
6,1690,4,2.0,95,1970.0
19,1528,2,2.0,45,2128.0
34,1246,2,2.0,11,1754.0
5,1375,2,2.0,50,2038.0
21,3579,3,3.5,14,1863.0
73,1188,2,1.5,36,2129.0
51,2070,2,2.5,15,1545.0
32,910,2,1.0,46,2116.0
36,2215,2,2.5,32,1752.0
105,1626,3,2.5,44,1970.0
141,1440,3,1.5,32,2718.0
37,384,1,1.0,66,1845.0
87,854,1,1.0,29,1760.0
122,1523,2,2.5,10,2108.0
61,1883,2,2.0,13,2180.0
64,1367,2,2.0,32,2148.0
72,1150,2,2.0,118,2762.0
124,2098,2,3.0,15,1826.0
31,1236,2,1.5,30,2116.0
307,1346,3,2.0,34,1581.0
59,1164,2,2.0,33,2767.0
74,1063,2,2.0,33,2124.0
35,1032,2,1.5,32,2114.0
50,289,1,1.0,58,1841.0
90,1080,2,2.0,45,2445.0
60,280,1,1.0,58,1852.0
77,1520,2,2.5,33,1757.0
99,808,2,1.0,31,1760.0
108,1731,2,2.5,30,2116.0
488,1548,2,3.0,34,2043.0
32,1530,2,2.5,19,2110.0
23,2152,2,2.5,36,1886.0
20,1110,2,2.0,35,2140.0
27,2304,3,3.0,218,2718.0
20,418,1,1.0,53,1960.0
113,561,2,1.0,108,1730.0
580,1568,3,2.5,32,2140.0
17,1000,2,1.5,35,2111.0
174,952,2,1.5,12,2476.0
108,704,2,1.0,63,2026.0
67,1660,3,2.5,9,1826.0
67,1080,2,2.0,31,2180.0
69,986,2,1.5,33,2118.0
90,947,2,1.0,31,2360.0
122,1068,2,1.5,31,2115.0
354,795,2,2.0,31,1938.0
63,1200,2,1.0,88,2780.0
16,1033,3,1.0,31,2140.0
117,1693,2,2.0,28,2127.0
22,736,2,1.0,31,1863.0
19,750,2,1.0,30,2026.0
0,855,2,1.5,31,2150.0
235,912,3,1.0,118,1852.0
57,1248,3,1.5,13,2762.0
81,870,2,1.0,108,1845.0
31,1304,2,2.0,31,2124.0
11,1014,2,1.5,33,2130.0
22,882,2,1.0,102,2190.0
371,1172,2,2.0,3,2139.0
129,1852,2,2.0,8,1826.0
187,815,2,1.0,30,2136.0
272,1742,4,2.0,98,2135.0
56,1974,2,1.5,32,2446.0
45,1281,2,1.5,35,2190.0
52,636,1,1.0,45,1420.0
44,927,2,1.5,35,2130.0
58,1342,2,1.5,31,1754.0
72,981,2,1.0,30,2019.0
59,927,2,1.5,33,1835.0
36,1342,3,1.5,31,2472.0
16,927,2,1.5,34,1902.0
93,1173,2,2.0,13,2116.0
79,1140,2,1.5,45,2446.0
19,1284,2,1.5,32,1923.0
11,1188,2,1.5,34,2476.0
10,1534,2,1.5,32,2169.0
17,1588,2,1.5,32,1702.0
28,1725,2,1.5,30,2210.0
42,1024,2,1.5,29,2472.0
27,904,2,1.5,29,2054.0
54,2207,3,2.5,13,1950.0
7,1800,2,2.5,2,2150.0
100,1188,2,2.0,29,2115.0
19,1800,2,2.5,2,1604.0
85,580,1,1.0,46,1752.0
67,1800,2,2.5,2,2332.0
54,1172,2,1.5,29,2720.0
71,1688,2,2.5,10,1867.0
35,1365,2,1.5,29,1923.0
950,2000,2,3.0,4,2125.0
403,1382,2,2.0,11,2144.0
195,1645,3,2.5,31,2127.0
56,1152,2,1.5,9,2125.0
99,980,1,1.0,11,2128.0
111,1760,2,2.0,15,2143.0
98,1400,2,1.5,15,2382.0
47,1160,2,2.0,17,1854.0
59,1620,2,1.5,40,2021.0
37,1508,2,2.0,7,2360.0
3,1420,2,1.5,31,2048.0
29,1254,2,1.5,41,1844.0
57,1759,3,3.5,23,1960.0
36,1169,2,1.5,39,2703.0
6,2344,3,2.5,33,1832.0
23,2000,3,2.5,3,2144.0
142,1955,3,2.0,42,2190.0
52,1912,3,1.5,43,2188.0
168,1256,2,1.5,28,2138.0
53,1666,3,2.5,29,2718.0
48,1992,2,2.5,32,2140.0
48,2022,2,2.5,17,1746.0
100,1408,3,2.0,33,2148.0
176,1457,2,2.0,41,1876.0
130,1920,3,2.5,33,1832.0
4,504,1,1.0,30,2152.0
43,1733,1,3.0,14,1867.0
58,1044,2,2.0,17,2026.0
93,1750,2,2.0,2,2113.0
126,1486,2,1.5,31,2474.0
56,1050,1,1.5,31,2184.0
22,1488,2,1.5,31,2631.0
3,1497,2,1.5,35,2720.0
92,1438,2,2.5,32,1880.0
84,1360,2,2.5,30,2368.0
86,1436,2,2.5,33,1913.0
43,840,1,1.5,31,1864.0
35,1328,2,3.0,31,2128.0
6,840,2,1.5,31,2180.0
1,952,2,1.5,31,1844.0
234,1044,2,1.5,16,1906.0
113,2920,3,3.0,12,2072.0
16,1243,2,1.5,13,2130.0
38,1327,2,1.5,12,2026.0
28,1204,2,1.5,31,2360.0
33,862,2,1.5,30,1938.0
52,1240,2,2.0,12,2129.0
50,1354,2,2.0,12,1749.0
45,1306,2,1.5,31,2420.0
16,1588,2,1.5,13,1902.0
150,1388,2,2.0,2,2109.0
85,1770,2,2.0,14,2472.0
109,1417,2,2.5,10,2472.0
38,2306,2,2.5,11,1902.0
51,677,2,1.0,46,2151.0
22,1024,2,1.5,32,2144.0
253,1595,2,2.0,138,2141.0
462,2274,2,2.5,3,2368.0
130,2222,2,2.5,4,2720.0
106,2189,2,2.5,10,2474.0
125,1719,2,2.5,10,1915.0
29,1958,2,2.5,6,2673.0
355,1160,2,1.5,29,1966.0
657,1130,2,2.0,4,2718.0
335,1494,2,3.5,14,2332.0
103,1336,2,1.5,23,2151.0
133,1254,2,1.5,33,1867.0
13,1150,2,1.5,31,1749.0
106,1336,2,1.5,23,2189.0
78,1336,2,1.5,23,2127.0
31,980,1,1.0,23,2152.0
46,1336,2,1.5,22,1720.0
46,1368,2,1.5,33,2360.0
15,1336,2,1.5,23,2176.0
25,1057,2,1.0,31,1832.0
18,1480,2,1.5,32,1453.0
131,1440,2,1.5,5,1721.0
63,1517,2,1.5,14,2125.0
48,2338,3,2.0,20,1970.0
299,1669,2,2.0,36,2150.0
106,1668,2,1.5,11,1754.0
70,975,2,1.0,26,2108.0
49,1152,2,1.5,30,2720.0
32,1302,2,1.5,32,1970.0
30,1560,2,2.5,7,1581.0
54,1995,3,2.5,14,2131.0
6,1252,2,1.5,44,1890.0
171,1576,2,2.0,2,2127.0
63,1320,2,1.5,31,2035.0
204,1451,2,1.5,28,2130.0
83,1550,2,2.5,32,1851.0
29,1451,2,1.5,31,1832.0
52,882,1,1.0,12,2467.0
66,1451,2,1.5,32,2155.0
84,992,2,2.0,123,2127.0
49,1860,3,2.5,86,2351.0
33,1709,2,2.5,14,2571.0
70,1020,2,2.0,3,1832.0
36,1560,2,1.5,34,1606.0
427,2357,3,2.5,3,2472.0
130,1295,3,2.0,36,2631.0
6,1286,3,2.0,35,2464.0
290,908,1,1.0,60,2118.0
143,2100,3,2.5,2,1915.0
182,1845,3,2.5,5,2474.0
87,2860,2,2.5,15,2452.0
35,1327,2,2.0,11,2180.0
59,1625,2,1.5,35,1453.0
28,1000,2,1.0,43,1915.0
33,1274,2,2.0,11,2718.0
27,1550,2,1.5,31,2138.0
399,852,2,1.0,30,1854.0
213,1368,2,2.0,4,1568.0
333,852,2,1.0,30,2138.0
82,1210,2,2.0,12,1970.0
105,1772,3,1.5,29,1945.0
136,1794,2,2.5,15,2446.0
90,1320,2,1.5,33,2118.0
22,1648,3,2.5,13,2478.0
32,1648,3,2.5,14,2370.0
391,1292,2,1.5,32,2038.0
148,2300,2,3.5,11,2019.0
186,1384,2,1.5,35,1524.0
70,1899,3,2.5,8,2478.0
68,1430,2,2.0,12,1902.0
94,1185,2,2.0,31,2132.0
95,1190,3,1.5,33,2467.0
70,1372,2,2.0,30,2114.0
70,1220,2,1.5,34,2446.0
22,2400,3,2.5,6,1832.0
68,1298,2,2.0,12,2191.0
61,1600,2,3.0,32,1749.0
30,1985,3,2.5,5,1969.0
30,1350,2,1.5,33,2472.0
162,1512,2,2.5,20,2131.0
24,1520,3,1.5,35,1851.0
12,1520,2,1.5,31,1940.0
3,816,1,1.0,35,2453.0
19,980,2,1.0,46,2139.0
60,615,1,1.0,45,2122.0
26,675,1,1.0,45,2703.0
26,655,1,1.0,45,2766.0
0,685,1,1.0,45,2215.0
110,2125,3,2.5,13,1701.0
53,797,2,1.0,31,2762.0
24,1100,2,1.5,33,2132.0
174,1804,2,2.5,3,2026.0
118,1804,2,2.5,3,2215.0
8,2423,2,2.5,2,2332.0
105,1731,3,2.5,15,2130.0
108,1869,3,2.5,14,2125.0
102,1210,2,1.0,128,1510.0
149,2100,3,3.0,15,1970.0
45,1405,2,2.0,18,1864.0
45,1320,3,2.5,17,1752.0
15,1657,2,1.5,16,2135.0
241,1669,2,2.5,31,1880.0
38,1334,2,1.5,31,1604.0
11,1152,2,1.5,15,2115.0
39,1282,2,1.5,118,2189.0
60,1739,2,1.0,27,1742.0
36,1874,2,3.0,26,2474.0
7,2524,3,2.5,3,2062.0
252,1994,3,2.5,3,1537.0
167,2044,2,2.5,5,2368.0
39,1366,2,1.5,34,2093.0
30,637,1,1.0,32,2532.0
146,2165,3,2.5,11,2108.0
58,1074,2,1.5,42,2129.0
63,1074,2,1.5,42,2114.0
52,2800,4,3.0,8,2145.0
46,1881,2,2.5,11,2171.0
148,833,2,1.0,30,1742.0
84,1518,2,2.5,34,1844.0
127,1991,2,2.5,33,1970.0
390,1657,2,2.5,70,2045.0
12,1185,2,2.0,118,2143.0
131,1520,2,2.5,30,2118.0
88,1200,2,2.0,18,1930.0
53,1407,3,2.5,31,2639.0
9,864,2,1.5,33,2114.0
69,698,1,1.0,15,1801.0
39,1768,2,1.5,34,1970.0
34,954,2,1.0,36,2141.0
30,1229,2,2.0,129,2155.0
55,891,2,1.0,31,2118.0
62,1238,2,2.5,14,2360.0
59,652,1,1.0,29,2130.0
28,1062,2,1.5,35,2115.0
127,1722,3,2.5,31,2138.0
64,731,1,1.0,55,1742.0
168,1722,3,2.5,31,1930.0
30,1152,2,1.5,15,2131.0
0,1848,2,2.5,3,1537.0
0,1852,2,2.5,3,2452.0
15,1848,2,2.5,3,1867.0
15,1852,2,2.5,3,1420.0
76,1621,2,2.0,3,2130.0
130,2448,4,3.5,3,2118.0
104,2448,4,3.5,3,2127.0
54,874,1,1.0,51,1851.0
13,922,2,1.5,48,2151.0
10,981,2,1.5,48,1826.0
10,608,1,1.0,88,1719.0
60,1034,2,1.5,58,1550.0
7,396,1,1.0,48,2368.0
45,1034,2,1.5,58,1886.0
55,1684,3,2.5,46,1854.0
32,1620,3,2.5,46,1907.0
20,815,2,1.0,48,2465.0
41,664,1,1.0,47,2446.0
17,805,2,1.0,48,1876.0
18,800,2,1.0,43,1520.0
49,854,2,1.5,63,1876.0
50,2905,3,3.5,9,2452.0
43,920,2,1.0,47,2136.0
87,952,2,1.5,12,1581.0
14,842,2,1.0,50,2144.0
56,600,2,1.0,50,2472.0
19,646,1,1.0,46,1832.0
58,730,2,1.0,47,1810.0
31,652,1,1.0,42,2066.0
141,2225,2,2.5,3,1810.0
16,2060,2,2.5,3,2368.0
62,2053,2,2.5,18,2130.0
21,1326,2,2.5,36,1746.0
15,2225,2,2.5,11,1701.0
3,1224,2,2.0,38,1810.0
21,2000,2,2.5,22,2116.0
5,1967,2,2.5,31,2127.0
21,2134,2,2.5,12,2446.0
32,1224,2,2.0,34,2142.0
6,1631,2,2.5,33,1746.0
4,1900,2,2.5,12,2189.0
4,1850,2,2.5,22,1609.0
8,1900,2,2.5,23,1604.0
20,1750,2,2.5,17,2127.0
8,2320,3,2.5,60,2128.0
266,2033,2,2.5,8,1757.0
43,5300,5,3.5,126,2171.0
48,1383,3,2.5,128,2532.0
72,2234,2,3.0,2,1867.0
20,2160,2,2.5,2,2129.0
39,2000,2,2.5,8,2130.0
56,2107,4,1.5,128,2148.0
8,2100,2,2.0,32,1867.0
11,1440,2,1.5,34,1742.0
31,1400,3,1.5,34,2134.0
235,2528,2,2.5,3,2081.0
235,2273,2,2.5,3,2119.0
199,1745,2,2.5,2,2141.0
29,2528,2,2.5,3,1752.0
221,2219,2,2.5,3,2150.0
5,2219,2,2.5,3,2130.0
4,1765,2,2.5,2,2176.0
83,2077,2,2.5,2,2148.0
83,2155,2,2.5,12,2458.0
30,1955,2,2.5,4,2135.0
49,2251,2,2.5,31,2478.0
42,1088,2,1.5,23,1742.0
4,1047,2,1.5,22,1569.0
98,2305,2,2.5,2,1830.0
139,2305,2,2.5,2,1527.0
57,957,2,1.0,47,2122.0
272,2387,2,2.5,10,2144.0
24,1474,2,2.5,13,2184.0
8,1829,3,2.5,34,2134.0
53,1284,2,2.0,37,2143.0
35,3031,3,2.5,4,2445.0
19,1687,3,1.5,29,1940.0
24,1668,3,1.5,45,2169.0
8,1425,2,2.5,2,1520.0
40,1425,2,2.5,2,2446.0
33,1425,2,2.5,2,1860.0
36,1844,2,1.5,27,1510.0
37,860,2,1.0,54,2139.0
25,815,2,1.0,55,2155.0
24,812,2,1.0,55,2474.0
23,1833,2,2.5,17,1701.0
76,871,2,1.0,54,2019.0
72,770,1,1.0,4,2189.0
19,1171,2,1.0,4,2420.0
13,770,2,1.0,48,2143.0
14,1412,2,1.5,27,1960.0
147,1900,3,2.5,2,2127.0
59,1024,2,1.5,118,2346.0
137,1900,3,2.5,2,2148.0
83,1900,3,2.5,2,2045.0
38,1930,2,1.5,33,1801.0
76,2388,3,2.5,10,2360.0
54,2162,2,2.5,31,2472.0
68,1550,2,2.0,10,2135.0
38,1525,2,1.5,33,1952.0
24,1436,2,2.0,31,1568.0
24,1525,2,2.5,33,2467.0
329,2360,2,2.5,3,1702.0
66,822,1,1.0,48,2135.0
435,2360,2,2.5,3,2127.0
158,2145,2,2.5,3,1852.0
81,3024,2,3.5,4,2144.0
105,3238,4,3.5,13,2453.0
74,1289,2,2.5,33,1832.0
74,1669,2,2.5,11,1923.0
59,1767,2,2.0,7,2142.0
61,2925,2,3.5,19,1581.0
31,1411,2,1.5,29,1536.0
17,1878,2,2.5,14,2464.0
8,770,1,1.0,48,2134.0
24,1350,2,2.5,33,1510.0
28,1039,2,1.5,48,2190.0
139,1800,2,2.5,3,2171.0
172,2489,2,2.5,11,2472.0
58,759,1,1.0,29,2129.0
63,2801,3,2.5,31,1453.0
75,600,1,1.0,35,2115.0
9,936,2,2.0,35,2151.0
37,2333,3,2.0,30,2118.0
27,800,2,1.0,35,2129.0
16,1382,2,2.0,10,2128.0
49,1800,3,2.5,2,2143.0
49,1800,3,2.5,2,2116.0
25,936,2,2.0,35,1880.0
11,698,1,1.0,31,1801.0
5,1810,2,2.5,11,1913.0
31,3000,2,2.5,9,1749.0
114,3386,3,3.0,39,1545.0
55,3500,3,3.0,39,2140.0
43,2022,3,2.5,9,2760.0
138,2422,2,2.5,14,1824.0
21,2509,2,2.5,8,2121.0
81,1550,2,2.0,32,2360.0
76,715,2,1.0,46,2127.0
48,2383,3,3.0,29,1581.0
65,630,1,1.0,31,2038.0
23,1452,2,1.5,29,1867.0
27,2670,3,2.5,2,2129.0
29,2156,3,2.0,40,2116.0
16,1864,3,2.5,7,2125.0
32,1306,2,1.5,23,1970.0
27,725,1,1.0,48,2368.0
602,3600,2,4.5,4,2126.0
101,2025,3,2.5,2,2135.0
137,3326,3,3.5,17,1752.0
9,3300,3,3.5,2,2472.0
65,1163,3,2.0,29,1913.0
56,832,2,1.0,93,1520.0
41,535,1,1.0,53,2131.0
65,2200,3,2.5,2,1520.0
37,929,1,1.0,107,2128.0
3,769,1,1.0,45,2127.0
19,1772,3,2.0,13,2144.0
21,1806,3,2.5,4,2111.0
27,960,2,2.0,144,2169.0
