DOM,SQFT,BEDS,BATHS,AGE,zip_cluster
7,760,2,1.0,39,2341.0
19,3146,3,3.5,23,2189.0
8,728,2,1.0,48,1970.0
36,2075,2,2.5,11,2019.0
4,2250,3,2.5,10,1923.0
34,830,2,1.0,39,2446.0
6,780,2,1.0,58,2113.0
27,3000,3,3.5,3,1760.0
64,1248,2,1.5,13,2038.0
30,600,1,1.0,88,1876.0
59,878,2,1.0,118,2118.0
83,1036,1,1.0,118,2649.0
22,2300,3,2.5,13,2152.0
8,1216,1,1.0,118,2140.0
18,2402,3,2.0,133,2215.0
45,1460,2,2.0,118,2346.0
54,1760,3,2.0,9,2138.0
15,1812,3,2.0,118,2134.0
20,1883,3,3.0,118,2131.0
8,636,1,1.0,35,2190.0
23,900,2,1.5,14,1970.0
29,1420,3,2.0,118,2135.0
21,824,1,1.0,63,1835.0
24,2300,3,2.5,2,2118.0
13,1238,2,1.5,14,2021.0
14,1833,3,2.5,11,1801.0
4,1248,3,1.0,118,2139.0
26,1833,3,2.5,11,1950.0
4,1156,2,1.5,16,1720.0
19,2835,4,4.0,9,2150.0
83,4000,4,4.5,2,2045.0
5,1949,4,2.0,95,1801.0
49,1700,2,2.5,2,2184.0
17,1785,3,2.5,2,2126.0
17,1700,2,2.5,2,2649.0
15,2581,4,3.5,9,1748.0
13,1252,2,1.0,98,1970.0
54,1440,2,1.5,108,1887.0
47,1381,3,2.0,158,1949.0
41,1656,3,2.0,123,2703.0
40,1043,2,1.0,103,1532.0
26,4800,5,4.5,2,2359.0
21,1420,3,2.5,143,2125.0
12,1516,3,2.5,28,1904.0
1,1907,2,2.5,38,2143.0
14,2140,3,3.0,17,2143.0
34,1100,3,2.0,68,1863.0
32,1172,2,2.0,113,2155.0
29,1368,3,2.5,98,2113.0
7,1910,2,2.0,98,1913.0
68,3078,3,2.5,20,1930.0
11,1425,3,1.0,118,1520.0
8,3875,3,2.5,16,2478.0
39,2125,3,1.5,138,1752.0
64,3606,4,4.5,2,2139.0
63,2950,4,3.5,2,2135.0
38,2000,3,2.0,118,2333.0
32,1413,3,1.0,118,1510.0
21,1065,2,1.0,98,1938.0
1,1731,2,2.5,34,2141.0
118,1604,3,2.0,40,1545.0
107,1014,1,1.0,56,2116.0
52,1260,2,2.0,44,1906.0
24,1574,3,1.5,99,2536.0
78,1275,2,1.5,98,2720.0
86,1768,3,3.5,2,2115.0
71,2055,3,2.5,13,2067.0
49,1100,2,1.0,108,2122.0
58,1600,2,1.5,95,2332.0
3,1341,2,2.0,32,2766.0
60,1729,3,2.0,93,2116.0
39,949,2,1.0,93,2169.0
33,1404,2,2.0,32,2649.0
22,560,1,1.0,46,2474.0
15,2246,3,3.5,12,1876.0
21,685,2,1.0,56,2127.0
34,2290,3,2.5,7,2446.0
43,1700,4,2.0,88,1850.0
5,727,1,1.0,11,2135.0
55,850,1,1.0,37,2115.0
10,1652,2,2.0,32,2135.0
44,1287,3,1.5,128,2116.0
48,1731,2,2.5,36,2176.0
22,700,1,1.0,88,2139.0
19,1176,3,1.0,108,2143.0
6,2083,3,1.0,124,2649.0
26,2360,4,2.5,122,2127.0
6,1383,3,1.0,91,2720.0
15,1487,2,2.0,103,1913.0
6,874,2,1.0,78,1949.0
8,935,2,1.0,52,1852.0
19,1301,3,1.0,108,1760.0
6,1422,2,2.5,14,1702.0
76,1097,2,2.0,94,2155.0
76,1275,2,2.0,94,2446.0
52,1649,3,2.0,92,2140.0
7,1468,2,1.0,94,1588.0
58,1195,2,1.0,65,2122.0
28,943,2,1.0,104,2190.0
55,1486,3,1.0,115,2446.0
16,2080,3,2.0,93,2155.0
6,2193,4,2.0,107,2135.0
5,1275,3,1.5,93,2139.0
27,2992,4,3.5,2,2116.0
19,1255,2,1.0,55,2149.0
28,1486,3,1.0,115,2128.0
16,1195,2,2.0,65,1501.0
5,747,1,1.0,53,2472.0
4,502,1,1.0,53,2189.0
28,587,1,1.0,52,2492.0
36,589,1,1.5,47,1923.0
44,1334,2,2.0,53,1537.0
61,1833,4,2.0,108,2155.0
27,585,1,1.5,47,1826.0
23,2391,5,1.5,103,2139.0
33,1202,2,1.0,93,1887.0
20,753,1,1.0,57,2760.0
2,1080,2,2.0,58,2127.0
48,1459,3,2.0,94,1749.0
71,2779,3,2.5,10,2118.0
50,1230,2,1.0,98,1876.0
62,1596,3,2.0,93,1852.0
17,1756,3,3.5,8,2151.0
13,1176,2,1.0,95,2109.0
26,1095,2,1.0,118,2472.0
6,793,2,1.0,78,2145.0
109,1522,2,2.0,45,1863.0
124,1215,2,2.0,35,2038.0
61,1488,2,2.0,50,1852.0
4,2520,3,2.5,5,2139.0
21,3219,3,3.5,4,2043.0
46,2873,3,2.5,17,2021.0
82,1326,2,2.0,43,2155.0
145,836,2,1.0,32,2135.0
43,1790,2,2.5,11,2148.0
122,1352,4,3.5,38,2478.0
21,680,1,1.0,36,1890.0
14,961,2,1.5,14,1867.0
332,1320,3,1.5,3,2110.0
37,1535,3,3.0,26,2150.0
12,738,1,1.0,37,2155.0
242,1380,2,2.0,17,1826.0
105,1540,2,2.0,13,1560.0
61,1138,2,1.0,118,2129.0
49,1368,2,2.0,17,1420.0
242,1107,2,2.0,19,1602.0
165,472,1,1.0,67,2338.0
47,1489,2,1.5,46,1845.0
70,824,2,1.0,36,2127.0
154,1990,3,3.0,34,1844.0
78,948,2,2.0,33,2452.0
40,579,1,1.0,31,2127.0
9,1380,2,1.5,34,1938.0
110,1236,3,2.0,45,1852.0
48,1224,2,2.0,44,2115.0
85,980,2,1.5,45,1749.0
64,360,1,1.0,34,2127.0
65,310,1,1.0,68,2127.0
62,832,2,1.5,33,1890.0
137,1600,2,2.0,4,1950.0
219,1600,2,2.0,4,2110.0
423,1034,2,2.0,35,1913.0
358,1913,3,2.0,34,1520.0
77,1520,2,2.5,33,2359.0
23,1980,2,2.5,16,1602.0
40,1988,2,2.0,17,2145.0
56,1678,2,2.0,35,1886.0
109,675,2,1.0,70,2127.0
134,283,1,1.0,218,2062.0
134,1203,2,1.5,33,1970.0
10,396,1,1.0,68,1902.0
145,386,2,1.0,11,1450.0
406,1570,2,2.0,40,2141.0
175,1168,2,1.5,47,1453.0
246,1408,3,2.5,7,1845.0
15,1275,2,2.0,26,1906.0
83,1398,3,1.5,12,1832.0
28,1096,2,1.5,30,2459.0
64,1660,3,2.5,2,2145.0
61,1440,3,1.0,118,2118.0
22,986,2,1.5,33,2474.0
25,1660,3,2.5,2,2332.0
2,1091,2,1.5,44,2138.0
73,856,2,1.0,31,2140.0
76,1587,2,2.0,31,2145.0
57,1392,3,1.5,28,1830.0
27,868,1,1.0,118,2478.0
36,635,1,1.0,117,1845.0
472,735,1,1.0,31,1757.0
228,750,2,1.0,30,1860.0
131,722,2,1.0,50,2149.0
36,729,2,1.0,48,2125.0
28,1280,2,1.5,31,1886.0
74,1744,3,3.0,13,1718.0
138,1152,2,1.5,30,2639.0
51,1015,2,1.5,12,1760.0
22,1332,2,1.5,30,2138.0
6,724,2,1.0,31,2169.0
133,897,2,1.0,46,1970.0
27,720,2,1.0,31,2116.0
58,952,2,1.0,54,2472.0
16,783,2,1.0,146,2190.0
50,980,3,1.0,37,2093.0
49,1042,2,2.0,11,2176.0
14,745,2,1.0,30,1451.0
36,785,2,1.0,45,1569.0
115,1094,2,1.0,13,2150.0
231,1609,2,1.5,33,2718.0
191,642,2,1.0,46,2673.0
118,682,1,1.0,33,2673.0
76,1281,2,1.5,35,2130.0
420,1687,3,2.5,3,2474.0
352,1600,3,2.5,3,2038.0
120,1600,3,2.5,3,2131.0
39,921,2,1.5,58,2119.0
39,2200,2,2.0,29,1520.0
29,2000,2,2.5,31,2061.0
53,1397,2,1.5,34,1824.0
24,1676,2,2.0,32,1749.0
24,1700,3,1.5,32,2141.0
343,2100,3,2.5,3,2129.0
90,2870,3,2.5,2,1913.0
3,2870,3,2.5,2,2474.0
251,1850,3,2.5,5,1864.0
65,1850,3,2.5,3,1852.0
141,2100,2,1.5,32,2446.0
34,920,2,1.0,31,1545.0
119,1544,2,1.5,31,1752.0
127,793,1,1.0,29,2368.0
79,836,1,1.0,29,2459.0
5,1370,3,1.5,31,2478.0
54,2025,3,1.5,29,2122.0
21,1047,2,1.0,33,2145.0
155,1430,2,1.5,12,1950.0
97,1486,2,2.0,29,2332.0
196,1000,2,1.5,30,2129.0
25,986,2,1.0,118,2129.0
36,641,1,1.0,118,2360.0
52,1476,2,1.5,19,1581.0
83,1333,2,1.5,18,2760.0
85,3696,3,4.5,36,2126.0
73,770,2,1.0,118,1524.0
34,1674,2,2.5,29,1915.0
35,1260,2,1.5,16,2109.0
521,1344,3,2.0,11,2452.0
18,1517,2,1.5,34,2360.0
4,1874,3,2.5,30,1702.0
16,1138,2,1.5,34,2108.0
47,1702,2,2.5,5,1902.0
25,1256,2,1.5,32,1852.0
13,1211,2,2.0,12,2139.0
32,732,1,1.0,42,1701.0
128,1303,2,2.0,33,2116.0
75,1198,2,2.0,36,2127.0
27,1130,2,2.0,26,2720.0
51,1420,2,2.0,6,1970.0
46,887,1,1.0,14,1588.0
232,1476,2,1.5,30,2129.0
66,725,1,1.0,37,1876.0
26,1500,2,1.5,32,2720.0
92,1929,2,2.5,32,1860.0
0,1667,2,2.0,2,2673.0
78,360,1,1.0,12,2132.0
66,2015,3,2.5,13,2767.0
85,290,0,1.0,60,1453.0
36,1121,2,1.5,29,1863.0
286,2240,4,3.0,32,1752.0
151,2084,3,2.5,12,2118.0
135,1764,2,2.5,28,2132.0
120,1436,2,3.0,33,2135.0
203,1292,2,1.5,34,1854.0
271,1314,2,2.0,30,2472.0
19,1960,2,3.0,12,1844.0
44,800,1,1.0,44,2191.0
795,2000,3,3.5,3,2130.0
819,3657,3,3.5,4,2128.0
803,1639,5,3.5,118,1420.0
127,3172,3,4.5,2,2445.0
62,1423,2,2.5,2,2131.0
170,1589,2,2.5,2,2189.0
78,878,1,1.5,2,1532.0
533,2220,2,1.5,3,2127.0
526,741,1,1.0,114,2571.0
3,1589,2,2.5,2,2171.0
1,1362,2,2.5,2,2115.0
6,821,1,1.0,2,1752.0
6,1779,2,2.5,2,2150.0
6,1779,2,2.5,2,1757.0
6,2222,3,3.5,2,1832.0
492,1426,2,2.0,53,2150.0
1,2054,2,2.5,2,1876.0
414,2310,2,2.5,2,2445.0
297,658,2,1.0,68,1730.0
479,2235,3,2.5,20,1826.0
341,1550,2,2.0,3,2128.0
328,1550,2,2.0,3,2151.0
272,1550,2,2.0,3,1970.0
328,1550,2,2.0,3,2052.0
396,1550,2,2.0,3,2459.0
0,1400,2,2.0,3,1760.0
187,519,0,1.0,105,2139.0
157,1789,2,2.5,2,2472.0
367,1753,2,2.5,113,2127.0
243,2398,2,2.5,4,2169.0
622,2154,2,2.5,3,2459.0
299,2528,2,2.5,3,1832.0
30,572,0,1.0,105,2210.0
278,3300,3,3.0,33,1701.0
307,984,1,1.0,12,2130.0
341,1982,2,1.5,39,1902.0
20,892,2,2.0,2,2452.0
56,561,1,1.0,2,2375.0
324,2350,3,4.5,3,1930.0
221,723,2,1.0,40,2138.0
198,892,2,2.0,2,2130.0
315,1570,2,2.0,40,1852.0
126,2945,2,2.5,4,2131.0
15,1824,2,2.0,3,1604.0
303,260,1,1.0,968,2116.0
0,1400,2,2.0,2,2467.0
85,800,1,1.0,105,2474.0
10,2758,3,3.0,3,2184.0
248,692,1,1.0,105,2132.0
282,3114,3,4.0,45,2116.0
178,1600,2,1.5,32,
113,523,0,1.0,105,2148.0
21,734,1,1.0,105,1604.0
14,734,1,1.0,105,2111.0
14,498,0,1.0,105,2116.0
90,487,0,1.0,105,2190.0
258,2543,3,2.5,3,2093.0
2,569,1,1.0,2,2118.0
59,487,0,1.0,105,2766.0
0,1852,2,2.5,3,1960.0
0,1852,2,2.5,3,2132.0
657,1620,2,2.5,4,1841.0
249,850,1,1.0,69,2703.0
598,1641,3,2.5,3,2021.0
255,2195,2,2.5,37,2141.0
263,1849,2,2.5,3,2138.0
88,2906,3,3.5,3,2129.0
401,1487,3,1.5,36,2474.0
1,1848,2,2.5,3,2125.0
111,2773,3,4.5,2,1970.0
25,1745,2,2.5,2,2122.0
172,1511,2,1.0,138,1901.0
11,2234,2,3.0,2,1801.0
154,1260,3,2.0,13,2135.0
0,1852,2,2.5,2,2494.0
122,680,1,1.0,43,1420.0
67,2895,2,2.0,2,1752.0
122,620,1,1.0,2,2467.0
12,725,1,1.0,105,2176.0
233,636,2,1.0,118,1923.0
194,720,2,1.0,29,2135.0
0,1600,2,2.0,3,2072.0
154,2080,3,2.5,2,2141.0
57,1800,3,2.5,2,2115.0
141,738,1,1.0,36,1721.0
65,2906,3,3.5,3,1824.0
174,572,0,1.0,105,1752.0
130,1200,3,2.0,118,2127.0
151,1500,2,1.5,2,1752.0
143,952,2,1.0,38,1886.0
37,665,2,1.0,93,1536.0
175,2000,3,3.5,2,1730.0
189,1126,2,2.0,12,1913.0
117,1520,2,2.0,15,2127.0
172,1008,2,2.0,11,2131.0
9,2023,2,2.0,2,1824.0
192,856,1,1.0,12,2141.0
127,940,2,1.0,31,1969.0
75,2773,3,4.5,2,2128.0
157,1660,3,2.5,2,2139.0
157,1588,3,2.5,2,2138.0
175,1050,2,2.0,3,2121.0
167,3901,3,3.5,15,2129.0
159,1293,2,2.0,128,1810.0
159,1383,2,2.0,128,1752.0
59,1550,3,2.0,130,1832.0
185,1956,3,3.0,21,2139.0
78,2087,2,2.5,36,2176.0
118,852,2,1.0,47,1844.0
143,527,0,1.0,105,2127.0
164,1651,2,2.0,13,2129.0
152,1120,2,1.5,11,2143.0
140,1121,2,1.5,31,2478.0
149,856,1,1.5,162,1970.0
128,1352,3,3.0,44,1420.0
15,1068,2,2.0,13,2135.0
127,1562,2,1.5,33,2453.0
147,992,2,2.0,98,1845.0
12,2906,3,3.5,3,2301.0
129,1295,3,3.5,31,2138.0
159,4000,4,3.5,2,1970.0
161,792,1,1.0,12,2148.0
2,569,1,1.0,2,1510.0
136,1588,3,2.5,2,1830.0
165,1800,3,2.5,2,2130.0
124,1325,2,2.0,2,2143.0
110,1229,2,2.0,30,1702.0
146,1375,2,2.0,30,2129.0
91,2513,3,3.5,4,1453.0
146,4737,4,5.0,31,2141.0
141,1850,3,2.5,6,1950.0
129,2015,3,2.5,22,2118.0
162,2376,3,2.5,11,2127.0
35,600,2,1.0,61,2190.0
140,1134,2,1.5,31,2021.0
117,2214,3,2.5,2,1835.0
4,2300,2,2.5,2,2140.0
6,1468,3,2.0,9,1930.0
56,3386,3,3.5,15,2639.0
133,1100,2,2.0,2,1760.0
11,1300,3,2.0,2,2150.0
156,1320,2,2.5,16,1879.0
146,1961,2,2.5,16,2368.0
194,1462,3,2.5,97,1923.0
101,1080,2,1.5,42,2149.0
138,2032,2,2.0,43,1432.0
169,1172,3,1.5,27,2127.0
127,1623,2,1.5,33,1742.0
154,2257,3,2.5,16,2141.0
129,1260,3,2.0,88,1826.0
44,1613,3,2.5,2,1754.0
84,1705,2,2.0,7,2144.0
15,988,2,2.0,111,2720.0
115,1580,2,1.5,34,2180.0
80,1585,3,1.5,30,1860.0
124,1015,2,2.0,11,2125.0
109,1487,2,1.0,118,2109.0
6,3300,2,2.5,2,2375.0
349,800,2,1.0,11,1501.0
128,720,1,1.0,50,2151.0
8,1700,3,2.5,2,2571.0
116,1200,3,1.5,31,2360.0
38,1117,2,2.0,9,2115.0
102,1722,3,1.5,17,2108.0
138,1894,2,2.5,16,2050.0
141,1024,2,2.0,10,2453.0
124,1860,3,2.5,33,1527.0
132,1569,2,2.5,34,2108.0
116,1188,2,1.5,19,2766.0
146,2238,2,2.5,2,2532.0
118,777,2,1.0,88,2359.0
111,4044,2,3.5,14,2176.0
141,2000,2,2.5,11,2116.0
117,1800,3,2.5,2,2138.0
89,1249,3,2.0,13,1581.0
116,811,2,1.0,49,1890.0
98,1460,2,1.5,19,2155.0
122,1163,2,1.0,12,2130.0
153,600,2,2.0,68,2215.0
105,1588,3,2.5,2,1930.0
105,1588,3,2.5,2,2125.0
43,2860,4,2.0,148,2332.0
72,2213,2,2.5,24,1864.0
97,2388,3,2.0,143,2148.0
138,2070,4,2.5,13,2115.0
111,809,1,1.0,148,1864.0
111,1945,3,2.5,14,2169.0
128,849,2,1.0,49,1810.0
111,1750,2,2.0,2,2113.0
150,3300,3,4.0,136,2038.0
117,762,1,1.0,118,1520.0
115,677,1,1.0,118,2169.0
70,1141,2,2.0,15,2062.0
122,1120,2,1.5,13,2138.0
103,1881,2,2.5,35,1824.0
124,2489,4,2.5,109,2360.0
116,1804,2,2.5,3,1536.0
136,1295,3,1.5,92,1950.0
113,1442,3,2.5,34,2127.0
105,3804,4,3.0,123,2128.0
113,1382,2,1.0,118,1588.0
120,1630,3,2.5,13,2176.0
107,2753,3,3.5,3,2116.0
96,966,2,1.0,92,2760.0
102,916,2,1.5,29,2171.0
132,1188,2,1.5,19,2169.0
80,1900,3,2.5,0,2130.0
47,2090,3,3.5,13,2149.0
96,1925,2,2.0,2,2190.0
43,3296,3,3.5,7,2116.0
97,3370,4,3.5,8,1720.0
147,2773,3,4.5,2,2127.0
97,1080,3,1.5,25,2127.0
82,3762,2,3.5,4,1930.0
98,1050,2,1.5,47,2130.0
11,1208,2,2.0,44,2118.0
91,2813,3,2.5,36,2143.0
95,1584,3,2.5,3,2128.0
131,1414,3,2.0,12,1602.0
102,1308,3,2.5,94,2151.0
93,784,2,1.0,50,2127.0
107,1190,3,1.5,48,2116.0
81,2075,2,2.5,30,1876.0
105,550,1,1.0,54,2122.0
112,1820,2,2.5,118,2368.0
98,3047,3,2.5,34,2116.0
38,780,1,1.0,118,2464.0
118,1236,1,2.0,118,2210.0
31,1300,2,2.0,143,2127.0
54,810,1,1.0,55,1760.0
76,2602,2,3.0,30,2130.0
42,1054,3,2.0,36,2125.0
74,1329,3,1.0,58,2139.0
361,2979,3,3.5,33,2151.0
65,2006,2,3.0,6,2333.0
72,1089,1,1.0,118,1604.0
88,1132,2,2.0,32,2152.0
88,1574,3,1.5,15,1730.0
92,998,2,1.5,30,2118.0
86,630,2,1.0,53,2141.0
0,1850,2,2.5,2,2145.0
79,2364,2,2.5,11,2066.0
86,1004,2,1.0,218,2332.0
99,1184,3,1.5,30,2038.0
91,1271,2,1.5,136,2127.0
23,680,1,1.0,48,2464.0
94,3178,3,2.5,12,2048.0
37,827,2,2.0,33,2139.0
84,1550,2,1.5,48,2050.0
53,1565,3,1.0,118,1835.0
67,1205,2,2.0,128,2116.0
14,1440,2,2.5,14,1867.0
80,2333,2,2.5,14,2127.0
83,2176,2,2.5,171,1852.0
96,1054,2,1.0,31,1880.0
78,958,2,1.5,31,2116.0
103,1035,2,2.0,38,2119.0
50,1109,3,1.0,113,2180.0
99,1716,3,2.5,12,2138.0
126,826,2,2.0,108,2130.0
69,2489,3,3.0,14,2116.0
49,1698,3,2.0,88,2474.0
83,1520,2,2.5,35,2138.0
43,965,2,1.5,30,2151.0
67,838,2,1.5,108,1907.0
99,1508,3,3.5,2,2116.0
98,1801,2,2.5,13,1876.0
88,833,2,1.0,30,2119.0
74,772,1,1.0,14,2145.0
70,1381,3,1.5,88,2139.0
63,1549,2,2.0,30,2180.0
78,1020,2,1.0,118,2171.0
82,2484,3,3.5,119,2135.0
81,1443,2,2.5,31,1844.0
71,1404,2,2.0,31,2359.0
87,2080,3,2.5,2,2536.0
23,1452,2,1.5,34,1950.0
81,2892,3,2.5,15,2474.0
80,1202,3,1.5,32,1568.0
97,1240,2,1.5,13,2184.0
40,2285,2,2.5,17,2720.0
42,1742,2,2.0,2,2571.0
85,1750,3,2.5,12,2127.0
64,1759,2,1.5,24,2532.0
78,2240,3,3.5,10,1604.0
53,850,2,1.0,30,1721.0
85,1321,3,3.0,0,1915.0
2,775,2,2.0,0,2446.0
83,825,2,2.0,0,2124.0
76,799,1,1.0,5,2135.0
10,963,2,1.0,51,2129.0
79,1556,2,1.5,14,2138.0
94,2500,3,2.5,148,1702.0
76,1742,2,2.0,2,1970.0
41,2133,3,2.0,12,2110.0
57,1200,2,1.5,31,2453.0
19,625,1,1.0,118,2360.0
76,522,1,1.0,38,1876.0
84,948,1,1.5,12,2478.0
76,1900,3,2.5,11,2467.0
73,965,2,1.0,12,2359.0
67,2660,2,2.5,20,1945.0
86,1339,1,1.0,94,2453.0
83,865,3,1.0,98,2135.0
89,670,1,1.0,138,2114.0
71,2000,2,2.5,31,2766.0
110,1160,2,2.0,16,2150.0
86,1818,2,2.5,34,2129.0
75,1810,3,2.5,2,2021.0
75,1806,3,1.5,17,1588.0
64,951,2,2.0,2,2140.0
75,1284,3,2.5,34,1835.0
117,1260,2,2.0,14,2453.0
74,1925,2,2.5,13,1570.0
79,940,2,1.5,48,1854.0
63,1106,2,2.0,41,2453.0
86,1720,3,2.0,10,2155.0
102,806,2,1.0,46,2019.0
37,1874,2,2.5,26,2639.0
98,2681,4,3.5,2,1852.0
74,1040,2,1.5,33,2649.0
90,2284,3,3.5,21,1930.0
44,573,1,1.0,88,1604.0
71,1241,2,2.0,14,1760.0
122,782,1,1.0,46,2038.0
86,1119,1,1.5,10,2148.0
114,1666,2,2.0,12,2145.0
70,1591,2,1.5,33,1581.0
102,1089,2,1.5,30,1824.0
70,2200,3,2.5,2,2144.0
66,1620,2,2.5,2,1879.0
298,2340,3,3.0,15,2019.0
69,1014,2,1.5,40,2129.0
60,2148,3,1.5,26,1826.0
80,2021,2,2.5,2,2445.0
27,1117,2,1.0,42,2110.0
18,858,1,1.0,118,2360.0
104,968,2,1.0,47,2130.0
74,735,2,1.0,37,1701.0
66,1000,2,2.0,32,1752.0
7,3713,4,4.5,16,2451.0
93,1817,2,2.5,16,1950.0
21,1682,2,1.5,31,2155.0
75,1040,2,1.5,22,2649.0
46,745,2,1.0,148,1537.0
92,722,2,1.0,58,2720.0
45,2417,2,2.5,11,1569.0
62,1906,2,2.5,12,2125.0
77,1319,3,3.0,119,1570.0
56,1770,2,2.0,14,1902.0
55,1057,2,1.0,98,2601.0
66,1340,2,1.5,166,1835.0
7,933,2,2.0,168,1854.0
67,2000,3,1.5,24,1545.0
98,416,1,1.0,68,1835.0
62,672,1,1.0,16,1778.0
22,1725,2,1.5,31,1970.0
36,609,1,1.0,39,2141.0
77,1957,2,2.5,17,2446.0
80,1634,5,2.0,78,2189.0
57,2464,2,2.5,7,2453.0
60,3653,3,3.0,118,2459.0
78,2169,3,3.5,117,2151.0
87,2134,3,3.0,31,2125.0
47,2440,2,2.5,12,2110.0
62,1303,2,1.5,128,2136.0
55,1746,2,1.5,21,1752.0
62,426,1,1.0,128,2131.0
127,1400,3,2.0,153,2026.0
131,3030,3,3.0,14,1879.0
61,1228,2,2.0,34,1845.0
21,1420,2,2.0,119,2139.0
55,883,2,1.0,33,2155.0
14,705,2,1.0,119,2124.0
8,1070,3,2.0,98,2122.0
20,960,2,1.0,108,2215.0
34,559,2,1.0,108,2332.0
50,2362,3,2.0,19,2718.0
86,720,2,1.0,52,2338.0
61,1517,2,2.0,144,2176.0
47,2360,2,3.5,5,2131.0
26,1359,3,1.5,118,2118.0
6,2268,3,2.5,8,2145.0
49,1365,2,2.5,13,2458.0
77,905,1,1.0,119,2061.0
63,1021,1,1.5,26,1810.0
42,898,2,2.0,31,1701.0
61,1796,2,2.0,108,1760.0
61,1316,2,1.5,32,2125.0
2,2893,2,2.5,24,2472.0
46,2198,3,3.0,2,1960.0
61,743,2,1.0,68,1960.0
83,832,2,1.0,52,2141.0
106,1088,2,2.0,31,2324.0
622,1370,1,2.0,53,2115.0
63,1200,3,2.0,2,2144.0
56,2254,2,3.5,34,1905.0
25,1093,2,2.0,12,2467.0
85,1164,2,2.0,33,2190.0
71,3192,3,2.5,20,2127.0
61,1088,2,1.5,31,2131.0
59,3500,3,4.5,2,2346.0
180,1793,2,2.5,31,2360.0
75,2304,3,3.0,10,1970.0
37,1490,2,2.0,9,2130.0
63,1866,2,2.5,9,2189.0
52,889,2,1.0,47,2127.0
73,2192,2,2.0,20,2351.0
59,610,1,1.0,35,2118.0
42,3200,4,3.0,2,2143.0
18,1802,3,2.5,33,1852.0
20,1180,2,2.0,158,1501.0
25,2035,2,2.5,3,2118.0
57,2035,2,2.5,3,1841.0
59,1056,2,1.5,48,1844.0
60,898,1,1.0,30,1453.0
20,978,2,1.5,48,1952.0
57,1500,2,2.5,36,2631.0
57,1035,2,1.0,37,1453.0
66,1116,2,2.0,15,2171.0
79,3276,3,3.0,13,2141.0
91,1188,3,1.0,98,2341.0
36,1210,2,2.0,13,2130.0
29,1323,2,2.0,12,2155.0
56,936,2,2.0,35,2150.0
37,460,1,1.0,125,2131.0
43,2503,4,4.0,128,2171.0
51,1803,2,2.5,128,1568.0
29,1529,2,2.0,14,1970.0
55,1975,3,2.5,30,1880.0
35,1900,3,2.5,0,2184.0
32,680,1,1.0,119,1890.0
38,1715,3,2.0,41,2493.0
30,702,2,1.0,55,1752.0
22,850,2,2.0,121,1901.0
61,1525,3,2.0,116,2467.0
8,1155,2,1.0,118,2116.0
57,1114,2,2.0,33,1844.0
35,1516,2,1.5,46,1845.0
57,1318,2,2.0,36,2360.0
35,1865,3,2.0,108,2703.0
65,1753,2,2.5,29,1801.0
49,1230,2,2.5,33,2155.0
23,775,2,1.0,56,2127.0
54,1245,2,2.0,12,2115.0
63,1117,2,1.5,47,1841.0
57,1316,2,2.0,11,2631.0
34,1180,2,1.5,30,2155.0
74,1194,2,2.0,138,2149.0
32,1838,2,2.0,16,2139.0
48,1121,3,2.0,128,2148.0
55,638,1,1.0,38,1854.0
67,3500,4,3.5,16,2130.0
54,1057,2,2.0,31,2109.0
53,1097,2,2.0,12,2132.0
44,653,1,1.0,11,2452.0
35,1343,2,2.0,111,2467.0
53,1750,3,1.5,158,1420.0
53,1119,0,1.0,12,1749.0
53,1525,2,2.0,132,2370.0
38,760,2,1.0,48,1970.0
53,891,2,1.0,38,2301.0
82,1260,2,1.0,138,2341.0
51,1249,3,2.0,12,2138.0
49,1360,2,1.5,30,2115.0
81,1600,3,3.0,32,2134.0
27,1762,2,2.0,32,2532.0
26,747,2,1.0,22,1854.0
48,1380,2,1.5,32,2151.0
59,927,2,1.5,34,2141.0
25,708,2,1.0,32,2128.0
100,1000,2,2.0,35,1970.0
43,1065,2,2.0,33,1752.0
50,1350,2,1.5,37,2359.0
83,612,2,1.0,59,2301.0
34,1060,2,1.0,34,2118.0
50,1032,2,1.5,31,1420.0
78,1404,2,2.5,34,2152.0
50,367,1,1.0,125,2189.0
50,1144,2,2.0,10,2118.0
49,2400,2,2.5,22,2170.0
24,1711,1,1.5,118,2478.0
10,1121,2,2.0,108,1583.0
49,1845,2,2.5,33,1583.0
49,1175,2,1.0,118,2072.0
39,1150,2,1.5,27,2043.0
66,2067,4,1.0,118,2119.0
49,941,2,1.0,113,1867.0
55,1750,2,1.5,13,2045.0
66,715,2,1.0,8,2467.0
63,1311,2,2.0,40,2129.0
44,657,2,1.0,93,2127.0
58,2500,2,2.5,37,1850.0
48,1593,2,2.5,13,2360.0
83,1498,3,3.0,5,2130.0
103,1097,2,2.0,32,2129.0
42,1744,2,1.5,32,1970.0
65,1772,3,2.5,19,2649.0
49,1963,3,3.5,20,2118.0
66,1851,3,2.5,14,2138.0
71,1763,2,3.0,118,2184.0
79,1830,2,2.5,31,2210.0
58,1859,2,1.5,31,2155.0
7,1383,2,2.0,118,1845.0
37,792,2,1.0,98,2138.0
7,1066,2,1.0,88,2461.0
30,2116,3,1.5,17,2127.0
86,522,2,1.0,68,2478.0
47,1548,3,2.0,158,1844.0
29,2574,2,2.5,18,1803.0
7,925,2,2.0,17,1830.0
8,638,1,1.0,119,1754.0
14,860,2,1.0,153,2131.0
